name,house_number,road,postcode,locality,region,country,country_code
daily planet,6016,phinney ave n,98103,seattle,wa,,
,32,pearl street,10004,new york,new york,united states,
,40,siemensring,87616,marktoberdorf,,,
lincoln theatre,126,e cabarrus st,27601,raleigh,nc,,
,1851,w end ave,17901,pottsville,pa,,
,7748,ritchie highway,21061,glen burnie,md,united states,
arya stadium hotel,383,carrer de sants,08028,barcelone,,espagne,
academy des perroquets,161,impasse des siciles,74270,clermont,,,
sonesta essential vacaville-napa valley,800,mason street,95688,vacaville,,united states,
val a. browning center for the performing arts,,,84408,ogden,ut,,
,1720,s bellaire st.,80222,denver,co,united states,
pizza hut take out- delivery,610,king street w.,l8p 1c2,hamilton,on,,
confiserie selbach inh. heiko wagner e. k.,2,dorotheenstr.,70173,stuttgart,,deutschland,
,820,benson rd.,27529,garner,nc,,
,16550,sw merlo rd.,97003,beaverton,or,united states,
,228-240,donnerstr.,45359,essen-dellwig,nordrhein-westfalen,germany,
,1,via conte verde,86100,campobasso,,italy,
,17 19,herrnbergstraße,65201,wiesbaden-frauenstein,,,
,3,plac konstytucji 3 maja,81-704,sopot,województwo pomorskie,polen,
the premier,109,11th st nw,28601,hickory,,united states,
,,,3253,erlauf,,,
hostal providencia,85,dr ernesto prado tagle,750000,santiago,,cile,
doubletree by hilton ocean city oceanfront,3301,atlantic avenue,21842,ocean city,maryland,united states,
,1,siebentalweg,33165,lichtenau,,,
,12631,broadway st,77584,pearland,tx,,
,283,avenue,10009,new york,new york,,
,303,east 5th street,90013,los angeles,ca,,
,1940,e 8th st,28204,charlotte,nc,usa,
,10,paul kane pl,,victoria,bc,,
sphinx résidences les doges,22,rue du petit clos saint-marc,14000,caen,normandie,france,
car city wholesale shawnee,6801,hedge lane ter,66226,shawnee,ks,,
beer authority,300,w 40th st,10018,new york city,new york,united states,
hotel bellevue schmoelln,7,am pfefferberg,04626,schmoelln,turingia,alemania,
,8,av. josé malhoa,1099-089,lisboa,,portugal,
,1600,rockland road,19803,wilmington,de,usa,se
leticia's hair &amp; nails,219,central ave,93263,shafter,ca,united states,
penck hotel dresden,33,ostra-allee,01067,dresden,saxony,germany,
trustsec it solutions gmbh,121,sigmaringer straße,70567,stuttgart,,de,de
fairfield library,1150,kentucky st,94533,fairfield,ca,united states,
sanremo bakery,374,royal york rd,m8y 2r3,etobicoke,on,,
,23,kungsängsgatan,,uppsala,,,
,11-13,linton road,ox2 6uj,牛津,英格兰,英国,
renaissance atlanta airport gateway hotel,2081,convention center concourse,30337,atlanta,georgia,estados unidos,
,3400,clares street,95010,capitola,ca,,
,13,avenida abaro,48920,portugalete,vizcaya,es,es
,80,grove street,10014,new york,ny,,
,9700,stonestreet road,40272,louisville,kentucky,united states,
cathedral gate hotel,36,burgate,ct1 2ha,canterbury,england,storbritannien,
mahwah wines & liquors,340,ridge road,07430,mahwah,nj,,
,12,'t erf,3831nb,leusden,leusden,netherlands,
,3200,expressway 83,78501,mcallen,texas,united states,
,15605,116 ave nw,t5m 3w1,edmonton,alberta,schweden,
,24,dąbrowskiego,44-100,gliwice,,pl,pl
barclays center,620,atlantic avenue,11217,brooklyn,ny,us,us
hotel de leijhof oisterwijk,7,heusdensebaan,5061 pm,oisterwijk,,nederland,
colbert heights café,6630,woodmont drive,35674,colbert county,alabama,,
,2,gerhart-hauptmann-straße,17459,kölpinsee,,,
hilton garden inn ann arbor,1401,briarwood cir,48108,ann arbor,mi,us,us
"greco neyland, pc",75,s. broadway,10601,white plains,ny,,
,1603,langan ave,v3c 1k6,port coquitlam,bc,canada,
ephrata middle school,957,hammon avenue,17522,ephrata,pa,,
katowice hala spodek,35,al.korfantego,40-005,katowice,,poland,
,8,rue charles dupraz,74100,annemasse,,,
,2000,fashion show drive,,las vegas,vizcaya,united states,
kyriad prestige beaune le panorama,74,route de pommard,21200,beaune,bourgondië,frankrijk,
albergue en el camino,3,francos,34468,boadilla del camino,palencia,spain,
wells fargo bank,2970,horizon road,75032,rockwall,tx,us,us
,12,kerkstraat,3781 gb,voorthuizen,gelderland,netherlands,
,14,water st,02360,plymouth,ma,usa,
postbank,17,europaplatz,55543,bad kreuznach,,,
central library,40,east saint clair street,46204,indianapolis,in,,
,15515,24 ave,v4a 2j4,surrey,bc,canada,
marz community brewing,3630,s iron st.,60609,chicago,il,united states,
the dartmouth north hills,104,dartmouth rd,27609,raleigh,nc,us,us
,14,general-guisanstrasse,5415,nussbaumen,,ch,ch
tri-city electric co.,1821,ingersoll ave,50309,des moines,ia,,
théâtre de la bastille,76,rue de la roquette,75011,paris 11e arrondissement,,fr,fr
national's cafe,444,east william street,89701,carson city,nv,,
,115,s buckner tarsney rd,64029,grain valley,mo,,
,10,via giuseppe ravizza,28100,novara,novara,italia,
"cossuto, via bernardino alimena 84",84,via bernardino alimena,00173,roma,,đức,
basic-fit den helder industrieweg 24/7,14b,industrieweg,1785 ag,den helder,,nl,nl
fred anderson toyota of asheville,777,brevard road,28806,asheville,nc,,
novotel suites malaga centro,7,calle san jacinto,29007,מלאגה,אנדלוסיה,ספרד,
tavo coffee co.,419,n main st,77803,bryan,texas,,
sporthal dongewijk,40,dongewijkdreef,5045xc,tilburg,noord-brabant,nederland,
"ladenlokal entdeckerweine, marktstraße 6, 45964 gladbeck, deutschland",6,marktstraße,45964,gladbeck,nrw,deutschland,
ibis styles den haag scheveningen,63,gevers deynootweg,2586 bj,scheveningen,,nederland,
tax counselors inc,1931,kensington avenue,14215,buffalo,ny,us,us
,,,31200,toulouse,france,,
,29/31,hoża,00-521,warszawa,,polska,
hotel castell blanc,56,sector aeroclub,17487,empuriabrava,,espagne,
,1344,north 27th avenue,85009,phoenix,arizona,estados unidos,
world of smoke & vape - rowlett,6310,dalrock rd,75088,rowlett,tx,us,us
the residence at south windsor farms,200,deming street,06074,south windsor,ct,καναδάς,ru
banner bank,2600,e barnett road,97504,medford,or,,
sheetz,236,west state st.,44601,alliance,oh,,
ben property,3,manor place,eh3 7dh,edinburgh,,,
,973,sauchiehall street,g3 7tq,glasgow,écosse,royaume-uni,
,20,iłżecka,27-400,ostrowiec świętokrzyski,świętokrzyskie,,
,1300,e 9th street,44114,cleveland,oh,,
,21,pl. des corps saints,84000,avignon,vaucluse,fr,fr
,41d,amalienbadstraße,76227,karlsruhe,,de,de
beacon theatre - ny,2124,broadway,10023,new york,ny,us,us
j e robison service,347,page boulevard,01104,springfield,ma,us,us
restaurant de stroper - dordrecht,1,wijnbrug,3311 ev,dordrecht,,nl,nl
,90,haymarket terrace,eh12 5lq,edinburgh,skotland,storbritannien,
four paws pet hotel and resort,4710,s college ave,80525,fort collins,co,us,us
church of the incarnation,550,mendocino avenue,95401,santa rosa,,united states,
kuratko-nosek funeral home,2447,des plaines ave,60546,north riverside,il,us,us
doubletree by hilton hotel san antonio downtown,502,west cesar e. chavez boulevard,,san antonio,tx,us,us
,35214,se center street,98065,snoqualmie,wa,,
hollywood improv comedy club,8162,melrose avenue,90046,los angeles,ca,us,us
,52,jonkerbosplein,6534 ab,nijmegen,,the netherlands,
,1000,urlin ave,43212,grandview heights,ohio,usa,
red roof inn allentown south,2650,moravian avenue,18103,allentown,pennsylvania,mỹ,
,5509,creedmoor road,27612,raleigh,nc,us,us
autohaus am see,15,freie-vogel-straße,44263,dortmund,,de,de
,,,,banjara hills,hyderabad,in,in
,118,trinity shores dr.,77979,port lavaca,texas,,
axiom staffing group,1299,old courthouse sq,25404,martinsburg,wv,,
"today's herbal choice milwaukie, llc",3087,se monroe st,97222,milwaukie,oregon,us,us
bedford high school,47,nashua road,03110,bedford,nh,us,us
"magnolia hotel st. louis, a tribute portfolio hotel",421,north 8th street,63101,st. louis,missouri,mỹ,
,76,calle uria,33003,oviedo,asturia,es,es
,16,calle poeta liern,46003,valencia,comunidad valenciana,españa,
sonesta es suites allentown bethlehem airport,2180,motel drive,18018,bethlehem,pennsylvania,usa,
,1,vahlberger weg,38324,kissenbrück,niedersachsen,germany,
freycinet vineyard,15919,tasman highway,7190,glamorgan/spring bay,tasmania,au,au
,1708,pacific ave.,98402,tacoma,wa,,
,170a,heerbaan,6566 ev,millingen aan de rijn,gelderland,nl,nl
olympic hotel,12,ijsbaanpad,1076 cv,amsterdam,hollande-septentrionale,pays-bas,
commencement bay cannabis - black,5402,pacific hwy e,98424,fife,wa,us,us
,237,7th street,15222,pittsburgh,pa,usa,
"the benson portland, curio collection by hilton",309,southwest broadway,97205,portland,oregon,united states,
"tru by hilton allen dallas, tx",1553,n central expressway,,allen,,us,us
littlefield,635,sackett st,11217,brooklyn,ny,united states,
,13631,garrett highway,21550,oakland,md,,
,17,salzstraße,,hanau,,deutschland,
,50,dechbettener straße,93049,regensburg,bavaria,germany,
,5621,west washington street,46241,indianapolis,indiana,,
globe,437,s. high st.,85501,globe,az,us,us
homewood suites by hilton newburgh-stewart airport,180,breunig rd.,12553,new windsor,纽约州,美国,
courtyard peoria downtown,533,main street,61602,peoria,illinois,usa,
,7,neumarkt,1067,dresden,saxony,germany,
pizzeria venezia mainz mombach,2a,auf der langen lein,55120,mainz,,de,de
,1301,e. 9th street,44114,cleveland,ohio,us,us
hotel felsentor,88,bahnhofstr.,76846,hauenstein,rhénanie-palatinat,allemagne,
club dada parking lots,2720,elm st,75226,dallas,tx,usa,
university of north texas health science center - medical education & training building,3500,camp bowie blvd,76107,fort worth,tx,us,us
hilton dallas/rockwell lakefront,2055,summer lee drive,75032,rockwall,texas,united states,
,200,hawkins dr,52242,iowa city,,,
lauderhill city hall,5581,w oakland park blvd.,33313,lauderhill,fl,united states,
the fat rabbit,825,sutter st,95630,folsom,ca,us,us
hampton inn mount laurel nj,5000,crawford place,,mount laurel,new jersey,,
cibc branch with atm98.79 km,100,mcleod avenue,t7x2h8,spruce grove,ab,,
,17а,ул. антонова-овсеенко,,воронеж,,,
la côte rotie,31,rte de paris,78760,jouars-pontchartrain,jouars-pontchartrain,fr,fr
hotel puerta de las granadas,16,cuesta de gomérez,18009,granada,,spania,ie
hotel du vin stratford upon avon,7-8,rother street,cv37 6lu,stratford-upon-avon,england,united kingdom,
lvr-industriemuseum - museum eisenheim,10a,berliner str.,46117,oberhausen,,,
,18a,manuka drive,,ferntree gully,victoria,au,au
,3002,n. central ave.,85012,phoenix,az,,
hilton london metropole,225,edgware road,w2 1ju,london,england,vương quốc anh,
roelofsen tweewielers bv,60,burgemeester van der zandestraat,7051 ct,varsseveld,,nederland,
auburn hyundai,2807,auburn way north,98002,auburn,washington,,
five guys,30297,detroit rd.,,westlake,oh,,
hilton austin hotel,500,e 4th st,78701,austin,tx,us,us
hotel artemide,22,via nazionale,00184,rom,,italien,
smithfield baptist church,100,wainwright dr,23430,smithfield,,united states,
,56,bulevar kraljice marije,34000,kragujevac,,rs,rs
,69,vogtswiesen,73614,schorndorf,baden-württemberg,de,de
wild landhotel,6,bucher str.,84174,eching,,,
the capital on the park,101,katherine st,2031,sandton,gt,,
roncalli high school,3300,prague rd,46227,indianapolis,in,us,us
h&m herbs & vitamins,1140,battlefield pkwy,30742,fort oglethorpe,ga,us,us
ozo coffee co.,1015,pearl street,80302,boulder,co,,
,208,west holly street,98225,bellingham,wa,united states of america,
cityplace,333,st. mary avenue,,winnipeg,manitoba,canada,
the mart,222,merchandise mart plaza,60654,chicago,il,,
rice's sale & country market,6326,greenhill road,18938,new hope,pa,,
teragram ballroom,1234,west 7th street,90017,los angeles,ca,us,us
the eastern residences at north hills,4204,six forks road,27609,raleigh,nc,us,us
,388,main st,94022,los altos,ca,,
ironton distillery & crafthouse,3636,chestnut pl,80216,denver,co,,
,32,ahornallee,37170,uslar,,,
,5032,market street,28405,wilmington,nc,united states,
hilton garden inn san antonio airport,12828,san pedro ave,78216,san antonio,tx,us,us
,35,calle ximenez de enciso,41004,seville,andalusia,spain,
,9,stationsstraat,9880,aalter,vlaams gewest,belgium,
,43,чапаева,,павлово,"нижегородская обл, павловский",ru,ru
,5525,sepulveda boulevard,,los angeles,styria,united states,
cargo de nuit,7,avenue sadi carnot,13200,arles,,france,
,22,wittelsbacherring,95444,bayreuth,,,
laurel bible church,2920,outfitter trail,59044,laurel,,united states,
,6,kiełbaśnicza,50-102,wrocław,,polska,
arc the hotel,140,slater street,k1p 5h6,ottawa,ontario,canada,
avon grove library,117,rosehill avenue,19390,west grove,pa,united states,
,30594,sussex highway,19956,laurel(de),,us,us
amc aviation 12,1200,south stiles street,,linden,nj,,
q1 tankstelle,62,döbelner straße,01623,lommatzsch,,,
,949,east burnside street,97214,portland,oregon,usa,
,22,dommelstraat,5611 cl,eindhoven,,netherlands,
,5a,maiplatz,58840,plettenberg,,,
northwood high school,310,northwood high school rd.,27312,pittsboro,nc,united states,
,1,dresdner str.,09599,freiberg,,de,de
,257,lowell road,03051,hudson,nh,united states,
,1600,saint camillus dr,20903,silver spring,md,,
,110,w main st.,40202,louisville,ky,united states of america,
,6640,n. durango,89149,las vegas,nevada,united states,
southern ohio medical center,1805,27th st,45662,portsmouth,oh,,
h&a service and sales,811,chance rd,30066,marietta,ga,us,us
,320,e. fontanero street,80907,colorado springs,co,suecia,kr
embassy suites,4550,la jolla village drive,92122,san diego,ca,,
nice way cascais & surf camp,15,av. tenente coronel josé pessoa,,cascais,cascais,portugalsko,
longhaugh primary,9,lothian crescent,dd4 0sx,dundee,,gb,gb
,201,seton pkwy,78665,round rock,texas,,
,5,mozartstr.,32049,herford,nordrhein-westfalen,de,de
,2,bollenhofsestraat,3572 vn,utrecht,,nederland,
,61,powder mill road,01720,acton,massachusetts,,
burger king,2460,mountain city hwy,89801,elko,nevada,us,us
patelco credit union,5040,foothills blvd,95747,roseville,ca,,
,1,golflaan,8445 sr,heerenveen,,netherlands,
,1951,embarcadero,,oakland,ca,us,us
holy cross catholic cemetery,9925,w thomas rd,85392,avondale,,united states,
,119,s burrowes street,16801,state college,pa,us,us
,1,austernplatz,2100,stetten,,,
,14,wilpsedijk,7384 cc,wilp,,nederland,
círculo de bellas artes,42,alcalá,28014,madrid,zachodniopomorskie,españa,
springhill suites indianapolis downtown,601,west washington street,46204,印第安纳波利斯,印第安那,美国,
,250,piedmont avenue northeast,30308,atlanta,ga,,
weinhof scheu,33,hauptstrasse,76889,schweigen-rechtenbach,,,
holiday inn new york city - times square,585,8th avenue,10018,new york,new york,united states,
,18,rote reihe,30827,garbsen,niedersachsen,deutschland,
hotel middelburg,2,bosschaartsweg,,middelburg,,nl,nl
,500,canal street,70130,紐奧良,路易斯安那州,美國,
alvarado street brewery & grill,426,alvarado st.,93940,monterey,ca,,
sandman hotel vancouver downtown,180,west georgia street,,ונקובר,קולומביה הבריטית,קנדה,
,2100,north 49th street,19131,philadelphia,pa,,
harmony bar and grill,2201,atwood ave.,53704,madison,wisconsin,,
optik fesser,97,hauptstr.,75334,straubenhardt,,de,de
cahaba brewing co.,4500,5th ave south,35222,birmingham,al,united states,
reo diner,392,amboy avenue,07095,woodbridge,nj,united states,
ap eva senses,1,avenida da republica,8000-078,faro,faro,portugal,
rutherford county of,319,n maple st,37130,murfreesboro,tn,us,us
,777,pacific blvd,v6b 4y8,vancouver,bc,canada,
inland press,2001,w lafayette blvd,48216,detroit,mi,,
petit ermitage,8822,cynthia street,90069,west hollywood,ca,us,us
holly's hill vineyards,3680,leisure ln.,95667,placerville,ca,,
santa monica main library,601,santa monica blvd,90401,santa monica,ca,united states,
,30,rue du quadrant,14123,fleury sur orne,,france,
keith hawthorne ford,617,n main st,28012,belmont,nc,,
,609,lafayette street,37203,nashville,tn,united states of america,
admiral motel,168,bealey avenue,8013,christchurch,,new zealand,
lowe's of c. las vegas - siding,4625,w charleston blvd,89102,las vegas,nevada,,
,2315,west 4th ave.,v6k 1p2,vancouver,british columbia,ca,ca
vogue theatre - bc,918,granville street,v6z 1l2,vancouver,bc,ca,ca
bosch service kopeć,17,spółdzielcza,55-080,kąty wrocławskie,,,
,3,postplatz,02625,bautzen,,,
boutique hotel germania,28,schwanthalerstr.,80336,münchen,bayern,deutschland,
pegasus apart-hotel,206,a'beckett street,3000,melbourne,victòria,austràlia,
,300,e main st,61072,rockton,il,,
the stellute law firm,34,wine street,23669,hampton,va,,
,2,am anger,4865,nußdorf am attersee,oberösterreich,österreich,
hotel zara milano,28,viale zara,20124,mediolan,milano,włochy,
crosspoint community church,1577,guerneville road,95403,santa rosa,,united states,
ramona convent,1701,w ramona rd,91803,alhambra,ca,us,us
hotel villa ephraim,17,goethestr.,02826,görlitz,,,
,4700,n. university st.,61614,peoria,il,,
,400,commons way,08807,bridgewater,new jersey,us,us
hyatt place boston\/medford,116,riverside avenue,2155,medford,ma,us,us
badhotel domburg,1a,domburgseweg,4357 ba,domburg,,pays-bas,
,1497,sierra rd east,59602,helena,mt,,
,3,avenida de vigo,36003,pontevedra,,españa,
o2 academy liverpool,11-13,hotham street,l3 5uf,liverpool,,gb,gb
,19,choorstraat,3511 kl,utrecht,,,
northwest christian church,1306,n stanley ave,62526,decatur,,united states,
,201,wood lane,w12 7tu,london,london,united kingdom,
,425,chartiers ave,15136,mckees rocks,pa,us,us
,300,north avenue,49017,battle creek,mi,,
,6900,west country club drive,25705,huntington,west virginia,us,us
cubesmart self storage,315,s 16th st,50010,ames,ia,,
buchbinder,,,04315,leipzig,saxony,germany,
"clark university, higgins lounge, dana commons – 2nd floor",36,maywood street,01610,worcester,ma,united states,
,416,south washington street,22046,falls church,va,united states,
comfort suites denver north -westminster,12085,delaware st,80234,westminster,colorado,united states,
hotel raffaello,56,viale santa margherita,30021,caorle,venetien,italien,uk
harbor house inn,1095,main street,93442,morro bay,california,united states,
,135,allée antoine pinay,84000,avignon,,france,
stadttheater euskirchen,25,emil-fischer-str.,53879,euskirchen,,deutschland,
,80,frauenauracher str.,91056,erlangen,сахалинская область,đức,za
hotel diana jardin et spa,1/b,località saint benin,11020,aosta,aostatal,it,it
liesikappeli,7,liesikuja,,vantaa,,suomi,
audi dallas,5033,lemmon avenue,75209,dallas,tx,,
comfort inn downtown dc/convention center,1201,13th street nw,20005,washington,district of columbia,mỹ,
,1a,am storrenacker,76139,karlsruhe,,,
,4,lanyon place,bt1 3lp,belfast,northern ireland,united kingdom,
21c museum hotel louisville,700,west main street,40202,louisville,kentucky,united states,
flat iron cafe,1114,center st,44113,cleveland,,united states,
les longs réages - meudon,12,rue colonel renard,92190,meudon,,,
,2,piazza benacense,38069,nago-torbole,trentino alto adige,,
,6,peterstaler straße,69118,heidelberg,de,schweiz,se
,109,hinthamerstraat,5211 mh,'s-hertogenbosch,,,
,9,main street,54615,black river falls,wisconsin,,
,11,krippgasse,6060,hall in tirol,,at,at
,1575,sullivan ave,94015,daly city,ca,us,us
fairfield inn & suites san diego old town,3900,old town avenue,92110,san diego,california,estados unidos,us
villa motel at manitou springs,481,manitou avenue,80829,manitou springs,colorado,usa,
,453,columbia avenue,29072,lexington,sc,,
radisson hotel mcallen airport,2721,south 10th street,78503,mcallen,texas,stati uniti,
,1601,dallas parkway,75034,frisco,texas,,
u sicilianu,14,am leithenhaus,44892,bochum,,deutschland,
,1000,w. garden ave.,83814,coeur d'alene,id,,
,450,gracern road,29210,columbia,sc,united states,
swissotel kursaal bern,3,kornhausstrasse,3013,bern,,schweiz,
,10,theaterstrasse,8001,"zürich, kreis 1",,,
,1400,market street,63103,st. louis,mo,united states of america,
golden eagle golf club,21770,ladner road,v3y 1z1,pitt meadows,bc,ca,ca
kreisvolkshochschule potsdam-mittelmark,18,am weinberg,14532,kleinmachnow,,,
tandem pópulo,1,c. ruiz de bustamante,11005,cadix,,espagne,
paterskerk,138,truweelstraat,9100,sint-niklaas,,be,be
,505,deaderick st,37219,nashville,tn,united states of america,
,12634,olive blvd,63141,st. louis,mo,us,us
,142-145,northumberland street,ne1 7ag,newcastle upon tyne,newcastle upon tyne,united kingdom,
la barracuda hotel,1,avenida de espana,29620,torremolinos,,spanje,
,2175,e. southlake blvd.,76092,southlake,texas,,
stadhuis lelystad,2,stadhuisplein,8232zx,lelystad,,,
haus menden st. augustin,3,an der alten kirche,53757,st. augustin,,germany,
,6,smedjegatan,722 13,västerås,,sverige,
hotel strandhof,123,westdorf,26579,baltrum,niedersachsen,deutschland,
,83,parkstraat,,den haag,netherlands,,
academy of music,240,south broad street,19102,philadelphia,pa,usa,
courtyard portland city center,550,sw oak street,97204,portland,oregon,stati uniti,
"siófok, hotel azúr",2/c,erkel ferenc u.,8600,siófok,,magyarország,
one fifty parker ave school,150,parker avenue,94118,san francisco,ca,united states,
,369,corso 23 marzo,,novara,,,
la plancha,55,morsstraat,2312 bn,leiden,,nl,nl
bakker bart leusden,5,t plein,3831 cr,leusden,,,
hallenstadion zürich,45,wallisellenstrasse,8050,zürich,zürich,ch,ch
chocolat chocolat inc,8580,st-hubert,h2p1z7,montreal,,canada,
,10/16,polskiej organizacji wojskowej,97-200,tomaszów mazowiecki,,polska,
,1234,eddy st,46617,south bend,in,united states,
ross dress for less,2220,daniels street,95337,manteca,ca,,
toronto reference library ymca newcomer information centre,789,yonge street,m4w 2g8,toronto,on,canada,
nh collection león plaza mayor,15-17,plaza mayor,24003,leon,,spain,
archea brewery,44r,via dei serragli,50125,firenze,,italia,
chambre funéraire du littoral,22,rue des landes,85170,le poiré-sur-vie,,,
heiligenbeeldenmuseum,101,ruurloseweg,,kranenburg-vorden,,,
,21,ketzerbach,35037,marburg,,,
u-haul moving & storage of dayton,1340,e 3rd st,45403,dayton,oh,,
,4,carretera general del sur,38594,granadilla,,spain,
restaurant knossos,35,sprudelallee,63628,bad soden-salmünster,,germany,
,24,breslauer straße,89584,ehingen (donau),baden-württemberg,de,de
legacy nails & spa,4920,teasley lane,76210,denton,texas,us,us
residencial solar s. joão,165,praça luis ribeiro,3700-172,sao joao da madeira,,portugal,
schwimmhalle sollstedt,144,friedeweg,99759,sollstedt,th,de,de
,2904,clark lane,65202,columbia,rp,ee. uu.,
,15,puławska,,warszawa,mazowieckie,pl,pl
art las palmas,79,calle el salvador,,las palmas,gran canaria,spain,
,48,maccurtain street,,cork,corkin kreivikunta,irlanti,
hotell brommavik,45,karlsbodavägen,168 67,bromma,,sverige,
petul apart hotel am ruhrbogen,141,dr.-c.-otto-straße,44879,bochum,,deutschland,
,1,nordstraße,51597,morsbach,nordrhein-westfalen,de,de
yha blue mountains katoomba,207,katoomba street,,blue mountains,blue mountains,australien,
beter bed,70,nijbracht,7821ca,emmen,,nederland,
,18-20,station road,rg1 1jx,雷丁,英格兰,英国,
cityline,4740,32nd avenue south,98118,seattle,wa,,
arlo nomad,11,east 31st street,10016,new york city,new york,stati uniti,
,3,rudolfplatz,50674,köln,,de,de
rockville high school,70,loveland hill rd,06066,vernon,ct,us,us
c&a,10,leipziger strasse,06108,halle (saale),,,
,247,central street,,summerside,prince edward island,,
,19,mindelheimer straße,87600,kaufbeuren,,de,de
blackbird barbershop,80,saint john's street,ip33 1sq,bury st edmunds,,gb,gb
hotel & restaurant kreuzblume,31,konviktstr.,79098,freiburg,baden-württemberg,deutschland,
,1615,l street nw,20036,washington,dc,,
hotel victoria,3-4,centralbahnplatz,4002,basel,,schweiz,
le victoria,35,av. jean janvier,35000,rennes,bretaña,francia,
,6733,fallsview boulevard,l2g 3w7,niagara falls,ontario,canada,
,14,mozartstraße,68161,mannheim,baden-wurttemberg,germany,
hôtel france et chateaubriand,12,place chateaubriand,,saint-malo,bretagne,frankrig,
ta brown elementary,505,w. anderson lane,78752,austin,tx,united states,
quinte sports & wellness centre,265,cannifton road,k8n 4v8,belleville,ontario,canada,
,3900,boat club road,76135,lake worth,tx,us,us
hotel krone,91a,juelicher str.,52070,亚琛,北莱茵-威斯特法伦州,德国,
porsche inter auto gmbh \x26 co kg znl porsche saalfelden,1a,zeller bundesstrasse,5760,saalfelden,,,
mehrzweckhalle schmalkalden,10,teichstraße,98574,schmalkalden,thüringen,deutschland,
,138,linzer strasse,4810,gmunden,oberösterreich,österreich,
,56,vorgebirgsstraße,53119,bonn,kuzey ren-vestfalya,almanya,
hyde park book club,27-29,headingley lane,ls6 1bl,leeds,,,
cibc branch with atm144.63 km,225,boulevard des grives,j9a0c7,gatineau,qc,إسبانيا,
corvette projekt,10,,52134,herzogenrath,,,
smyth co community hospital – marion,245,medical park drive,24354,marion,va,,
naturata recklinghausen,10,dortmunder straße,45665,recklinghausen,,,
,2,main street,,kinsale,co cork,,
stroblwirt,6,dorfstraße,82386,oberhausen,,deutschland,
chaconia caribbean cuisine,26,deptford high street,se8 4af,london,,gb,gb
hotel art santander,20,calle santa teresa de jesus,39003,santander,,españa,
gloria palace royal hotel & spa,1,c/ tamara,35130,amadores,,spania,
platte woods united methodist church - parents day out,7310,nw prairie view rd,,kansas city,mo,,
,,,84800,l'isle-sur-la-sorgue,vaucluse,france,
"mid-state pools & spas, inc.",2273,veterans blvd.,31021,dublin,ga,us,us
doubletree annapolis,210,holiday ct,21401,annapolis,,united states,
roma reial,11,plaça reial,08002,barcelona,,es,es
biohotel mattlihüs,28,iselerstraße,87541,bad hindelang,bayern,deutschland,
everydayplumber.com - brandon plumbers,3912,w south ave,33614,tampa,fl,us,us
midas,1604,n dupont hwy,19720,new castle,de,us,us
"intercontinental new york barclay, an ihg hotel",111,east 48th st,10017,new york city,new york,usa,
restaurant zimdars,51,sahlenburger chaussee,27476,cuxhaven,,deutschland,
fort scott community college,2108,s horton,66701,fort scott,ks,us,us
pieper-kersten hotel,4,finkenweg,49196,bad laer,,,
,5,borgo san lazzero,56048,volterra,toscana,,
volksbank börßum-hornburg eg - filiale hornburg,2a,vor dem dammtor,38315,hornburg,,,
,11,schoodic dr,19711,belfast,maine,united states,
,172,white plains road,,bronxville,ny,,
,998,harbourside dr,v7p 3t2,north vancouver,bc,canada,
,56,camino de la mosquetera,50010,zaragoza,zaragoza,es,es
mountain brook junior high school,205,overbrook road,,mountain brook,alabama,,
black pond baptist chuhrch,3644,old jennings rd.,32068,middleburg,,united states,
,231,calibre chase drive,27609,raleigh,nc,us,us
,53,gedempte oude gracht,2011 gl,haarlem,,netherlands,
hotel sommer,74,weidachstraße,87629,füssen,,deutschland,
lobero theatre,33,e canon perdido st,93101,santa barbara,ca,united states,
stays design hotel dortmund,79,paderborner str.,44143,dortmund,renania de nord-westfalia,germania,
hotel malcot,236,leuvensesteenweg,2812,mechelen,,belgië,
kindercare,11,monroe pkwy,,lake oswego,or,us,us
liberty elementary school,17901,205th avenue northwest,55309,big lake,mn,,
cape ann museum,27,pleasant street,01930,gloucester,,united states,
home2 suites by hilton dallas addison tx,4875,belt line road,75001,addison,tx,us,us
lewis county fire protection district #3,238,mossyrock rd e,98564,mossyrock,wa,united states,
yup hotel,52,thonissenlaan,3500,hasselt,,belgium,
mcdavid ford fort worth,300,w loop 820 s,76108,fort worth,tx,,
de vooruitgang,11,markt,5611eb,eindhoven,,,
holiday inn express & suites san marcos south,900,barnes drive,78666,san marcos,texas,united states,
congregation beth abraham,1073,elmwood avenue,14222,buffalo,ny,united states,
"hallmann gmbh, hans-joachim schlosserei und metallbau",5,an der sandkuhle,29594,soltendieck,,,
"hotel indigo los angeles downtown, an ihg hotel",899,francisco st,90017,los angeles,california,usa,za
,15,shoreham ln,b3p 2r3,halifax,ns,ca,ca
parkway toyota of boston,1605,vfw pkwy,02132,west roxbury,ma,,
,383,avinguda diagonal,08008,barcelona,,españa,
,2005,2nd avenue,55303,anoka,minnesota,united states,
komed,7,im mediapark,50670,köln,,,
,1901,dresden rd.,43701-,zanesville,oh,,
subway,8202,n loop 1604 w,78249,san antonio,tx,united states,
vodácké tábořiště dronte kynšperk,206,pobřežní,35751,kynšperk nad ohří,karlovarský kraj,cz,cz
,33,büchsenstraße,70174,stuttgart,,,
courtyard by marriott fredericksburg historic district,620,caroline street,22401,fredericksburg,va,us,us
